ID,pmid,Dataset,label
897,27186083,tba,Not Relevant
898,27203278,tba,Not Relevant
899,27209494,tba,Not Relevant
900,27217747,tba,Not Relevant
901,27270281,tba,Relevant
902,27302626,tba,Not Relevant
903,27382330,tba,Not Relevant
904,27472892,tba,Not Relevant
905,27513688,tba,Relevant
906,27549778,tba,Not Relevant
907,27550480,tba,Not Relevant
908,27567102,tba,Not Relevant
909,27569695,tba,Not Relevant
910,27580073,tba,Not Relevant
911,27606793,tba,Not Relevant
912,27629123,tba,Not Relevant
913,27693856,tba,Not Relevant
914,27709289,tba,Not Relevant
915,27761779,tba,Not Relevant
916,27767204,tba,Not Relevant
917,27816003,tba,Not Relevant
918,27861439,tba,Not Relevant
919,27937081,tba,Relevant
920,27941394,tba,Relevant
921,28004575,tba,Not Relevant
922,28017769,tba,Not Relevant
923,28028770,tba,Not Relevant
924,28032446,tba,Not Relevant
925,28074473,tba,Not Relevant
926,28079236,tba,Not Relevant
927,28101657,tba,Relevant
928,28211134,tba,Not Relevant
929,28218440,tba,Not Relevant
930,28282291,tba,Not Relevant
931,28301098,tba,Relevant
932,28363098,tba,Relevant
933,28366660,tba,Relevant
934,28388512,tba,Not Relevant
935,28414026,tba,Not Relevant
936,28431349,tba,Not Relevant
937,28431776,tba,Not Relevant
938,28456943,tba,Not Relevant
939,28579029,tba,Relevant
940,28590445,tba,Not Relevant
941,28610955,tba,Not Relevant
942,28637741,tba,Not Relevant
943,28653481,tba,Not Relevant
944,28668891,tba,Relevant
945,28691813,tba,Not Relevant
946,28711678,tba,Relevant
947,28722322,tba,Not Relevant
948,28752396,tba,Not Relevant
949,28798936,tba,Not Relevant
950,28810733,tba,Not Relevant
951,28978313,tba,Not Relevant
952,29049469,tba,Not Relevant
953,29059459,tba,Not Relevant
954,29144137,tba,Not Relevant
955,29164208,tba,Not Relevant
956,29212860,tba,Not Relevant
957,29228299,tba,Not Relevant
958,29273485,tba,Relevant
959,29285551,tba,Not Relevant
960,29382572,tba,Not Relevant
961,29463540,tba,Relevant
962,29506127,tba,Not Relevant
963,29521638,tba,Not Relevant
964,29527636,tba,Not Relevant
965,29551495,tba,Not Relevant
966,29574688,tba,Relevant
967,29661413,tba,Relevant
968,29667952,tba,Not Relevant
969,29673395,tba,Not Relevant
970,29674514,tba,Not Relevant
971,29675639,tba,Not Relevant
972,29679234,tba,Relevant
973,29684147,tba,Relevant
974,29731646,tba,Not Relevant
975,29758944,tba,Not Relevant
976,29764549,tba,Relevant
977,29792287,tba,Relevant
978,29914947,tba,Not Relevant
979,29917114,tba,Not Relevant
980,30027513,tba,Not Relevant
981,30033244,tba,Not Relevant
982,30033744,tba,Not Relevant
983,30056506,tba,Not Relevant
984,30063652,tba,Relevant
985,30115278,tba,Not Relevant
986,30166111,tba,Not Relevant
987,30174447,tba,Not Relevant
988,30241377,tba,Relevant
989,30254496,tba,Relevant
990,30259933,tba,Not Relevant
991,30267412,tba,Not Relevant
992,30371100,tba,Not Relevant
993,30390924,tba,Not Relevant
994,19158532,tba,Not Relevant
995,28255849,tba,Relevant
996,28164202,tba,Not Relevant
997,17090395,tba,Not Relevant
998,14575613,tba,Not Relevant
999,17538396,tba,Not Relevant
1000,3243214,tba,Not Relevant
1001,20945912,tba,Not Relevant
1002,7721697,tba,Not Relevant
1003,19277662,tba,Not Relevant
1004,6631673,tba,Relevant
1005,22436402,tba,Not Relevant
1006,29083536,tba,Not Relevant
1007,6561028,tba,Not Relevant
1008,8811291,tba,Not Relevant
1009,11721966,tba,Relevant
1010,14632096,tba,Not Relevant
1011,11046083,tba,Not Relevant
1012,1690635,tba,Not Relevant
1013,10656629,tba,Not Relevant
1014,22095958,tba,Not Relevant
1015,28137814,tba,Relevant
1016,27884077,tba,Not Relevant
1017,22512732,tba,Not Relevant
1018,3664509,tba,Not Relevant
1019,31519110,tba,Not Relevant
1020,4643299,tba,Not Relevant
1021,235501,tba,Not Relevant
1022,27015880,tba,Not Relevant
1023,15942203,tba,Not Relevant
1024,971699,tba,Relevant
1025,27353045,tba,Relevant
1026,8128245,tba,Not Relevant
1027,10454242,tba,Not Relevant
1028,4095063,tba,Relevant
1029,10751225,tba,Not Relevant
1030,10443172,tba,Relevant
1031,31084393,tba,Not Relevant
1032,11838430,tba,Not Relevant
1033,7012466,tba,Not Relevant
1034,16859799,tba,Not Relevant
1035,6769703,tba,Not Relevant
1036,17245650,tba,Not Relevant
1037,10382557,tba,Not Relevant
1038,14290157,tba,Not Relevant
1039,21540446,tba,Not Relevant
1040,9814882,tba,Relevant
1041,18350515,tba,Not Relevant
1042,28572726,tba,Not Relevant
1043,3596609,tba,Relevant
1044,1523865,tba,Relevant
1045,30959762,tba,Not Relevant
1046,18034666,tba,Relevant
1047,12791389,tba,Not Relevant
1048,29450829,tba,Not Relevant
1049,3677566,tba,Not Relevant
1050,3609113,tba,Relevant
1051,12570048,tba,Not Relevant
1052,4019347,tba,Not Relevant
1053,6487473,tba,Relevant
1054,17092838,tba,Not Relevant
1055,11511951,tba,Not Relevant
1056,8655257,tba,Not Relevant
1057,4730501,tba,Not Relevant
1058,23994763,tba,Relevant
1059,7536924,tba,Not Relevant
1060,15045047,tba,Relevant
1061,15548507,tba,Relevant
1062,24692697,tba,Not Relevant
1063,23631383,tba,Not Relevant
1064,8503872,tba,Not Relevant
1065,9820182,tba,Not Relevant
1066,26468234,tba,Not Relevant
1067,376114,tba,Not Relevant
1068,10208657,tba,Not Relevant
1069,11668058,tba,Not Relevant
1070,7071860,tba,Not Relevant
1071,27802518,tba,Not Relevant
1072,28417527,tba,Relevant
1073,27507824,tba,Not Relevant
1074,4458325,tba,Not Relevant
1075,6267235,tba,Not Relevant
1076,15782324,tba,Not Relevant
1077,3465490,tba,Relevant
1078,23932275,tba,Not Relevant
1079,2813489,tba,Not Relevant
1080,11032731,tba,Not Relevant
1081,24595134,tba,Not Relevant
1082,25197918,tba,Not Relevant
1083,11357867,tba,Not Relevant
1084,21495269,tba,Relevant
1085,24465481,tba,Not Relevant
1086,15558784,tba,Not Relevant
1087,19696237,tba,Not Relevant
1088,3656064,tba,Relevant
1089,7823718,tba,Not Relevant
1090,13129462,tba,Not Relevant
1091,2847939,tba,Not Relevant
1092,11344561,tba,Not Relevant
1093,29113803,tba,Not Relevant
1094,15869316,tba,Not Relevant
1095,7493556,tba,Relevant
1096,19152061,tba,Not Relevant
1097,3829911,tba,Not Relevant
1098,10878524,tba,Not Relevant
1099,11302238,tba,Not Relevant
1100,990648,tba,Relevant
1101,1999160,tba,Not Relevant
1102,19728561,tba,Relevant
1103,18559644,tba,Relevant
1104,2769984,tba,Not Relevant
1105,26010306,tba,Not Relevant
1106,27022852,tba,Not Relevant
1107,9466363,tba,Not Relevant
1108,5382451,tba,Not Relevant
1109,17889135,tba,Relevant
1110,1659332,tba,Not Relevant
1111,29771647,tba,Not Relevant
1112,3206304,tba,Not Relevant
1113,9374668,tba,Not Relevant
1114,8335042,tba,Not Relevant
1115,27713355,tba,Not Relevant
1116,5796447,tba,Not Relevant
1117,18763430,tba,Not Relevant
1118,10832084,tba,Not Relevant
1119,25459730,tba,Not Relevant
1120,24644233,tba,Not Relevant
1121,27439620,tba,Not Relevant
1122,23523663,tba,Relevant
1123,30953687,tba,Relevant
1124,25928348,tba,Relevant
1125,1840326,tba,Relevant
1126,25051761,tba,Not Relevant
1127,17937318,tba,Not Relevant
1128,391035,tba,Not Relevant
1129,17401092,tba,Not Relevant
1130,19758414,tba,Not Relevant
1131,7658783,tba,Not Relevant
1132,11895922,tba,Not Relevant
1133,20552706,tba,Not Relevant
1134,26296963,tba,Not Relevant
1135,25407546,tba,Not Relevant
1136,20921955,tba,Not Relevant
1137,16951619,tba,Not Relevant
1138,12408967,tba,Not Relevant
1139,15872357,tba,Not Relevant
1140,27974147,tba,Not Relevant
1141,16963242,tba,Not Relevant
1142,7122577,tba,Not Relevant
1143,11158897,tba,Not Relevant
1144,12175181,tba,Not Relevant
1145,19246289,tba,Not Relevant
1146,12811422,tba,Not Relevant
1147,3714142,tba,Not Relevant
1148,20541405,tba,Relevant
1149,63158,tba,Not Relevant
1150,28521694,tba,Not Relevant
1151,8514639,tba,Relevant
1152,6440981,tba,Not Relevant
1153,3247590,tba,Not Relevant
1154,17608948,tba,Not Relevant
1155,25495857,tba,Not Relevant
1156,26744587,tba,Not Relevant
1157,19952143,tba,Not Relevant
1158,21258724,tba,Not Relevant
1159,9305582,tba,Not Relevant
1160,12963478,tba,Not Relevant
1161,12467225,tba,Not Relevant
1162,19022677,tba,Not Relevant
1163,2003364,tba,Relevant
1164,21219433,tba,Not Relevant
1165,2568918,tba,Not Relevant
1166,21266188,tba,Relevant
1167,15562136,tba,Not Relevant
1168,9757205,tba,Not Relevant
1169,8299663,tba,Not Relevant
1170,20721467,tba,Not Relevant
1171,7202471,tba,Relevant
1172,29317432,tba,Not Relevant
1173,2378784,tba,Not Relevant
1174,21352914,tba,Not Relevant
1175,2515753,tba,Not Relevant
1176,8564580,tba,Not Relevant
1177,19429509,tba,Not Relevant
1178,30940188,tba,Not Relevant
1179,362853,tba,Not Relevant
1180,6484008,tba,Not Relevant
1181,30206729,tba,Not Relevant
1182,3828202,tba,Relevant
1183,12423248,tba,Not Relevant
1184,1753450,tba,Not Relevant
1185,28640086,tba,Not Relevant
1186,11023980,tba,Not Relevant
1187,3893143,tba,Not Relevant
1188,10644573,tba,Not Relevant
1189,8037677,tba,Not Relevant
1190,17635395,tba,Not Relevant
1191,8782837,tba,Not Relevant
1192,9220467,tba,Not Relevant
1193,9920347,tba,Not Relevant
1194,23355822,tba,Not Relevant
1195,24769252,tba,Not Relevant
1196,25848107,tba,Not Relevant
1197,17965439,tba,Not Relevant
1198,7020706,tba,Not Relevant
1199,27863186,tba,Relevant
1200,15125776,tba,Not Relevant
1201,14741166,tba,Not Relevant
1202,28399267,tba,Relevant
1203,3829018,tba,Relevant
1204,11452184,tba,Not Relevant
1205,16115037,tba,Not Relevant
1206,21780098,tba,Not Relevant
1207,12892837,tba,Not Relevant
1208,6668546,tba,Relevant
1209,6866128,tba,Not Relevant
1210,9703942,tba,Not Relevant
1211,25953735,tba,Relevant
1212,12570858,tba,Not Relevant
1213,29524770,tba,Not Relevant
1214,21801960,tba,Relevant
1215,11571567,tba,Not Relevant
1216,10669910,tba,Relevant
1217,28521250,tba,Not Relevant
1218,8490113,tba,Relevant
1219,22633764,tba,Not Relevant
1220,7587050,tba,Relevant
1221,10698233,tba,Not Relevant
1222,9620637,tba,Not Relevant
1223,29484615,tba,Relevant
1224,16078719,tba,Not Relevant
1225,16697379,tba,Not Relevant
1226,4644642,tba,Not Relevant
1227,3193494,tba,Relevant
1228,2392456,tba,Not Relevant
1229,263717,tba,Not Relevant
1230,6392305,tba,Not Relevant
1231,6750387,tba,Not Relevant
1232,15709888,tba,Not Relevant
1233,7361560,tba,Not Relevant
1234,11168910,tba,Relevant
1235,3936044,tba,Relevant
1236,8511802,tba,Not Relevant
1237,24134216,tba,Relevant
1238,20936439,tba,Not Relevant
1239,10716241,tba,Not Relevant
1240,21354450,tba,Not Relevant
1241,11397394,tba,Not Relevant
1242,3502654,tba,Not Relevant
1243,21732164,tba,Not Relevant
1244,7948187,tba,Not Relevant
1245,24487091,tba,Not Relevant
1246,2661216,tba,Not Relevant
1247,29171502,tba,Not Relevant
1248,12454556,tba,Relevant
1249,1294957,tba,Not Relevant
1250,29465117,tba,Not Relevant
1251,17689811,tba,Not Relevant
1252,28719152,tba,Relevant
1253,12210210,tba,Not Relevant
1254,2009235,tba,Not Relevant
1255,3504395,tba,Relevant
1256,20041798,tba,Not Relevant
1257,9569770,tba,Not Relevant
1258,4359739,tba,Not Relevant
1259,7037265,tba,Relevant
1260,29600640,tba,Not Relevant
1261,8837142,tba,Relevant
1262,11045998,tba,Not Relevant
1263,15313229,tba,Not Relevant
1264,29049226,tba,Not Relevant
1265,7086661,tba,Relevant
1266,18616847,tba,Not Relevant
1267,12617134,tba,Not Relevant
1268,1636703,tba,Not Relevant
1269,7529424,tba,Not Relevant
1270,7086379,tba,Not Relevant
1271,27770912,tba,Not Relevant
1272,1741953,tba,Not Relevant
1273,26355279,tba,Not Relevant
1274,23162701,tba,Not Relevant
1275,27153472,tba,Not Relevant
1276,2353751,tba,Not Relevant
1277,744564,tba,Not Relevant
1278,26895981,tba,Relevant
1279,28924948,tba,Not Relevant
1280,11065353,tba,Not Relevant
1281,1554119,tba,Not Relevant
1282,7878694,tba,Relevant
1283,25517308,tba,Relevant
1284,2468373,tba,Not Relevant
1285,24918171,tba,Not Relevant
1286,31138121,tba,Not Relevant
1287,1230153,tba,Not Relevant
1288,11022017,tba,Not Relevant
1289,28350572,tba,Relevant
1290,19854672,tba,Not Relevant
1291,15863069,tba,Not Relevant
1292,24124123,tba,Not Relevant
1293,2258013,tba,Not Relevant
1294,14657453,tba,Not Relevant
1295,28153492,tba,Not Relevant
1296,9252148,tba,Not Relevant
1297,28643902,tba,Not Relevant
1298,23499655,tba,Not Relevant
1299,11157124,tba,Not Relevant
1300,6764389,tba,Not Relevant
1301,11763270,tba,Not Relevant
1302,8788139,tba,Relevant
1303,9839145,tba,Not Relevant
1304,9662072,tba,Not Relevant
1305,12507759,tba,Relevant
1306,26039628,tba,Not Relevant
1307,24471758,tba,Not Relevant
1308,4131103,tba,Not Relevant
1309,26501141,tba,Not Relevant
1310,20150450,tba,Relevant
1311,21814853,tba,Not Relevant
1312,20133148,tba,Not Relevant
1313,8103798,tba,Not Relevant
1314,30851209,tba,Relevant
1315,17001185,tba,Relevant
1316,29425915,tba,Not Relevant
1317,19229594,tba,Not Relevant
1318,22983304,tba,Relevant
1319,30958881,tba,Not Relevant
1320,8880967,tba,Not Relevant
1321,27655494,tba,Not Relevant
1322,9035044,tba,Not Relevant
1323,8391446,tba,Not Relevant
1324,8321517,tba,Relevant
1325,9765983,tba,Not Relevant
1326,10541689,tba,Not Relevant
1327,27274011,tba,Not Relevant
1328,6725485,tba,Relevant
1329,22760642,tba,Not Relevant
1330,26080512,tba,Relevant
1331,19634181,tba,Not Relevant
1332,20197464,tba,Relevant
1333,27572805,tba,Not Relevant
1334,367208,tba,Not Relevant
1335,2390423,tba,Not Relevant
1336,709096,tba,Relevant
1337,12698988,tba,Relevant
1338,16596469,tba,Relevant
1339,9626905,tba,Not Relevant
1340,19917526,tba,Not Relevant
1341,7403404,tba,Relevant
1342,12009933,tba,Relevant
1343,28087835,tba,Not Relevant
1344,30785748,tba,Relevant
1345,8040937,tba,Relevant
1346,7887175,tba,Not Relevant
1347,11134556,tba,Not Relevant
1348,10473808,tba,Not Relevant
1349,20573569,tba,Relevant
1350,15952782,tba,Not Relevant
1351,713722,tba,Not Relevant
1352,9723828,tba,Not Relevant
1353,6820097,tba,Not Relevant
1354,12842595,tba,Not Relevant
1355,28411971,tba,Not Relevant
1356,3030965,tba,Not Relevant
1357,4729202,tba,Not Relevant
1358,27393562,tba,Relevant
1359,2882877,tba,Relevant
1360,1963279,tba,Not Relevant
1361,22954323,tba,Not Relevant
1362,7127606,tba,Not Relevant
1363,27270784,tba,Relevant
1364,20685614,tba,Relevant
1365,6546538,tba,Not Relevant
1366,6278089,tba,Not Relevant
1367,15222484,tba,Not Relevant
1368,15063340,tba,Not Relevant
1369,21288163,tba,Not Relevant
1370,30055302,tba,Not Relevant
1371,16672219,tba,Not Relevant
1372,11309548,tba,Relevant
1373,28130762,tba,Not Relevant
1374,29329497,tba,Relevant
1375,17614027,tba,Not Relevant
1376,29565327,tba,Not Relevant
1377,6475810,tba,Not Relevant
1378,6990320,tba,Not Relevant
1379,23958474,tba,Not Relevant
1380,7712755,tba,Not Relevant
1381,11293248,tba,Not Relevant
1382,24973521,tba,Not Relevant
1383,30798189,tba,Not Relevant
1384,17964070,tba,Not Relevant
1385,8207594,tba,Not Relevant
1386,10362138,tba,Relevant
1387,20332264,tba,Not Relevant
1388,3402808,tba,Not Relevant
1389,18478438,tba,Not Relevant
1390,16451744,tba,Not Relevant
1391,2810739,tba,Relevant
1392,2044387,tba,Not Relevant
1393,31071346,tba,Not Relevant
1394,24380217,tba,Not Relevant
1395,8202654,tba,Not Relevant
1396,30610747,tba,Not Relevant
1397,4440192,tba,Not Relevant
1398,18417145,tba,Not Relevant
1399,6128198,tba,Not Relevant
1400,1037278,tba,Relevant
1401,3400619,tba,Not Relevant
1402,23863292,tba,Not Relevant
1403,22385211,tba,Not Relevant
1404,2521890,tba,Not Relevant
1405,9895415,tba,Relevant
1406,21511016,tba,Relevant
1407,17804123,tba,Not Relevant
1408,20078610,tba,Relevant
1409,30802932,tba,Not Relevant
1410,12552961,tba,Not Relevant
1411,23784717,tba,Not Relevant
1412,1394121,tba,Not Relevant
1413,16022766,tba,Not Relevant
1414,8383359,tba,Relevant
1415,2818493,tba,Not Relevant
1416,9131485,tba,Not Relevant
1417,7654888,tba,Not Relevant
1418,2349609,tba,Not Relevant
1419,27956798,tba,Not Relevant
1420,28604143,tba,Not Relevant
1421,30710291,tba,Not Relevant
1422,15592839,tba,Relevant
1423,3806953,tba,Relevant
1424,22922142,tba,Not Relevant
1425,28240179,tba,Not Relevant
1426,29980324,tba,Not Relevant
1427,2260634,tba,Not Relevant
1428,23570736,tba,Not Relevant
1429,3327292,tba,Not Relevant
1430,1742606,tba,Not Relevant
1431,9871650,tba,Not Relevant
1432,12985927,tba,Not Relevant
1433,12587832,tba,Not Relevant
1434,29468921,tba,Not Relevant
1435,3393421,tba,Relevant
1436,10866046,tba,Not Relevant
1437,20333502,tba,Not Relevant
1438,10825217,tba,Not Relevant
1439,607963,tba,Not Relevant
1440,8415410,tba,Not Relevant
1441,8091379,tba,Relevant
1442,6132283,tba,Not Relevant
1443,30336808,tba,Relevant
1444,31232274,tba,Relevant
1445,17433706,tba,Not Relevant
1446,17787004,tba,Not Relevant
1447,15200428,tba,Not Relevant
1448,667825,tba,Not Relevant
1449,6897018,tba,Relevant
1450,15519454,tba,Not Relevant
1451,22307498,tba,Not Relevant
1452,30922119,tba,Not Relevant
1453,30529818,tba,Not Relevant
1454,10404321,tba,Relevant
1455,26722697,tba,Not Relevant
1456,17264391,tba,Relevant
1457,23226037,tba,Not Relevant
1458,24191854,tba,Not Relevant
1459,9228047,tba,Not Relevant
1460,30538171,tba,Not Relevant
1461,25030279,tba,Not Relevant
1462,482163,tba,Relevant
1463,9238480,tba,Not Relevant
1464,4990672,tba,Not Relevant
1465,8831821,tba,Not Relevant
1466,29728598,tba,Not Relevant
1467,26367707,tba,Not Relevant
1468,26253653,tba,Not Relevant
1469,12549473,tba,Not Relevant
1470,9169114,tba,Not Relevant
1471,8688988,tba,Relevant
1472,24349945,tba,Relevant
1473,13211667,tba,Not Relevant
1474,22349360,tba,Not Relevant
1475,12678734,tba,Not Relevant
1476,11522121,tba,Not Relevant
1477,20633025,tba,Not Relevant
1478,9428565,tba,Relevant
1479,21181152,tba,Not Relevant
1480,6988205,tba,Not Relevant
1481,20660670,tba,Relevant
1482,8049502,tba,Not Relevant
1483,5054238,tba,Not Relevant
1484,31118630,tba,Relevant
1485,3915966,tba,Not Relevant
1486,9048877,tba,Not Relevant
1487,2338163,tba,Not Relevant
1488,28771735,tba,Not Relevant
1489,14749756,tba,Not Relevant
1490,11871130,tba,Not Relevant
1491,750498,tba,Not Relevant
1492,17604192,tba,Relevant
1493,9479919,tba,Not Relevant
1494,2715911,tba,Not Relevant
1495,9421037,tba,Not Relevant
1496,1638518,tba,Not Relevant
1497,12231373,tba,Relevant
1498,22038462,tba,Not Relevant
1499,4668083,tba,Not Relevant
1500,25936773,tba,Not Relevant
1501,28274484,tba,Not Relevant
1502,9883568,tba,Not Relevant
1503,21969074,tba,Not Relevant
1504,3910326,tba,Relevant
1505,7987565,tba,Not Relevant
1506,11954901,tba,Not Relevant
1507,20407482,tba,Not Relevant
1508,8970874,tba,Not Relevant
1509,25653090,tba,Not Relevant
1510,31228872,tba,Relevant
1511,26580099,tba,Relevant
1512,4424307,tba,Not Relevant
1513,2347797,tba,Not Relevant
1514,8305630,tba,Not Relevant
1515,26260749,tba,Not Relevant
1516,19086315,tba,Not Relevant
1517,18191035,tba,Not Relevant
1518,2702888,tba,Not Relevant
1519,19360353,tba,Not Relevant
1520,9428593,tba,Not Relevant
1521,27662634,tba,Relevant
1522,17454041,tba,Not Relevant
1523,3592758,tba,Not Relevant
1524,3366110,tba,Not Relevant
1525,2672743,tba,Not Relevant
1526,22014457,tba,Not Relevant
1527,26318818,tba,Not Relevant
1528,1844750,tba,Not Relevant
1529,15359567,tba,Not Relevant
1530,22927237,tba,Not Relevant
1531,21780891,tba,Not Relevant
1532,24978402,tba,Not Relevant
1533,4433976,tba,Not Relevant
1534,17639416,tba,Not Relevant
1535,24380288,tba,Not Relevant
1536,29750396,tba,Relevant
1537,25983047,tba,Relevant
1538,20220040,tba,Relevant
1539,7621402,tba,Not Relevant
1540,3549104,tba,Not Relevant
1541,1658250,tba,Not Relevant
1542,7713998,tba,Not Relevant
1543,663674,tba,Not Relevant
1544,2374330,tba,Not Relevant
1545,2676153,tba,Not Relevant
1546,12493174,tba,Not Relevant
1547,9428878,tba,Not Relevant
1548,16421100,tba,Not Relevant
1549,15295278,tba,Not Relevant
1550,17991767,tba,Relevant
1551,14656295,tba,Not Relevant
1552,20966444,tba,Not Relevant
1553,30981181,tba,Relevant
1554,15984776,tba,Not Relevant
1555,18386838,tba,Relevant
1556,27663475,tba,Not Relevant
1557,11149105,tba,Not Relevant
1558,4082424,tba,Not Relevant
1559,25680552,tba,Not Relevant
1560,9362003,tba,Not Relevant
1561,30322458,tba,Not Relevant
1562,7895612,tba,Relevant
1563,3799198,tba,Not Relevant
1564,1435091,tba,Relevant
1565,11119892,tba,Relevant
1566,16411163,tba,Not Relevant
1567,7654491,tba,Relevant
1568,11247795,tba,Not Relevant
1569,23742293,tba,Not Relevant
1570,1490823,tba,Not Relevant
1571,3310583,tba,Not Relevant
1572,5124312,tba,Relevant
1573,8769208,tba,Not Relevant
1574,15239652,tba,Relevant
1575,20563655,tba,Not Relevant
1576,19886226,tba,Not Relevant
1577,11446697,tba,Not Relevant
1578,16266734,tba,Not Relevant
1579,23867642,tba,Not Relevant
1580,3965580,tba,Not Relevant
1581,23357766,tba,Not Relevant
1582,10432677,tba,Not Relevant
1583,5487617,tba,Not Relevant
1584,19096843,tba,Not Relevant
1585,21395360,tba,Not Relevant
1586,14644660,tba,Not Relevant
1587,10997403,tba,Not Relevant
1588,18042506,tba,Relevant
1589,6354859,tba,Not Relevant
1590,21188114,tba,Not Relevant
1591,3315123,tba,Not Relevant
1592,30474103,tba,Not Relevant
1593,22593646,tba,Not Relevant
1594,6874691,tba,Not Relevant
1595,22143528,tba,Relevant
1596,10917540,tba,Not Relevant
1597,18989608,tba,Not Relevant
1598,19344240,tba,Not Relevant
1599,11470559,tba,Not Relevant
1600,12389868,tba,Not Relevant
1601,6397750,tba,Not Relevant
1602,2217404,tba,Not Relevant
1603,18077531,tba,Not Relevant
1604,10212011,tba,Not Relevant
1605,9311449,tba,Not Relevant
1606,32381,tba,Not Relevant
1607,23770213,tba,Relevant
1608,23787673,tba,Not Relevant
1609,30075162,tba,Not Relevant
1610,26660672,tba,Relevant
1611,22706017,tba,Not Relevant
1612,30247920,tba,Relevant
1613,5764441,tba,Not Relevant
1614,15043936,tba,Not Relevant
1615,2491461,tba,Relevant
1616,11075309,tba,Not Relevant
1617,29468420,tba,Not Relevant
1618,22132770,tba,Relevant
1619,6074277,tba,Not Relevant
1620,24194513,tba,Relevant
1621,1596064,tba,Not Relevant
1622,28808314,tba,Not Relevant
1623,18097208,tba,Not Relevant
1624,24470792,tba,Not Relevant
1625,11067736,tba,Not Relevant
1626,2561652,tba,Not Relevant
1627,15022660,tba,Not Relevant
1628,7851470,tba,Not Relevant
1629,6144532,tba,Not Relevant
1630,8883524,tba,Not Relevant
1631,24903031,tba,Not Relevant
1632,2293023,tba,Not Relevant
1633,4035266,tba,Not Relevant
1634,15060509,tba,Relevant
1635,28282993,tba,Not Relevant
1636,10465680,tba,Not Relevant
1637,15033678,tba,Relevant
1638,18535877,tba,Not Relevant
1639,11013490,tba,Not Relevant
1640,12125374,tba,Not Relevant
1641,17673476,tba,Relevant
1642,14614990,tba,Not Relevant
1643,10784063,tba,Not Relevant
1644,12958868,tba,Not Relevant
1645,1696217,tba,Not Relevant
1646,23756214,tba,Not Relevant
1647,17497882,tba,Not Relevant
1648,6213369,tba,Not Relevant
1649,609864,tba,Not Relevant
1650,18786259,tba,Not Relevant
1651,15177925,tba,Not Relevant
1652,15985474,tba,Not Relevant
1653,22344880,tba,Not Relevant
1654,11897581,tba,Relevant
1655,10590278,tba,Relevant
1656,19379059,tba,Not Relevant
1657,11549207,tba,Relevant
1658,21742547,tba,Not Relevant
1659,4077440,tba,Relevant
1660,19952982,tba,Not Relevant
1661,6055916,tba,Not Relevant
1662,6287502,tba,Not Relevant
1663,17085334,tba,Not Relevant
1664,28254086,tba,Not Relevant
1665,22487447,tba,Not Relevant
1666,17117724,tba,Not Relevant
1667,29221899,tba,Not Relevant
1668,24495149,tba,Relevant
1669,22658862,tba,Relevant
1670,19904568,tba,Not Relevant
1671,17403849,tba,Not Relevant
1672,17450625,tba,Relevant
1673,27006091,tba,Relevant
1674,11557604,tba,Not Relevant
1675,28521167,tba,Not Relevant
1676,29274697,tba,Not Relevant
1677,12215243,tba,Not Relevant
1678,2561331,tba,Not Relevant
1679,25222260,tba,Not Relevant
1680,23825221,tba,Not Relevant
1681,12011660,tba,Not Relevant
1682,15765827,tba,Not Relevant
1683,3915994,tba,Not Relevant
1684,28417339,tba,Not Relevant
1685,1379782,tba,Not Relevant
1686,19940033,tba,Not Relevant
1687,24489565,tba,Not Relevant
1688,22661630,tba,Not Relevant
1689,684661,tba,Relevant
1690,7479096,tba,Not Relevant
1691,4153058,tba,Not Relevant
1692,6430097,tba,Not Relevant
1693,1536597,tba,Not Relevant
1694,12672988,tba,Not Relevant
1695,13813835,tba,Not Relevant
1696,6318337,tba,Relevant
1697,19740703,tba,Not Relevant
1698,10612108,tba,Not Relevant
1699,27343476,tba,Not Relevant
1700,6412919,tba,Not Relevant
1701,9753131,tba,Not Relevant
1702,16979934,tba,Not Relevant
1703,184998,tba,Not Relevant
1704,30276868,tba,Not Relevant
1705,25294187,tba,Relevant
1706,2102982,tba,Not Relevant
1707,7126419,tba,Relevant
1708,1457267,tba,Relevant
1709,2756531,tba,Not Relevant
1710,868305,tba,Not Relevant
1711,28945434,tba,Relevant
1712,541409,tba,Relevant
1713,26807332,tba,Not Relevant
1714,12505826,tba,Not Relevant
1715,1726670,tba,Not Relevant
1716,17461495,tba,Not Relevant
1717,14712437,tba,Relevant
1718,5157766,tba,Not Relevant
1719,29582929,tba,Not Relevant
1720,16825689,tba,Not Relevant
1721,10665963,tba,Not Relevant
1722,16852451,tba,Not Relevant
1723,7967632,tba,Not Relevant
1724,15921268,tba,Not Relevant
1725,493333,tba,Not Relevant
1726,24906357,tba,Not Relevant
1727,24243611,tba,Not Relevant
1728,12801036,tba,Not Relevant
1729,19723572,tba,Not Relevant
1730,8001260,tba,Not Relevant
1731,17392396,tba,Relevant
1732,25694060,tba,Not Relevant
1733,30412644,tba,Not Relevant
1734,9625049,tba,Not Relevant
1735,18422652,tba,Not Relevant
1736,8346158,tba,Not Relevant
1737,29423489,tba,Relevant
1738,2591138,tba,Not Relevant
1739,1510163,tba,Not Relevant
1740,3199198,tba,Not Relevant
1741,16164493,tba,Relevant
1742,1678621,tba,Relevant
1743,9892318,tba,Not Relevant
1744,8603281,tba,Not Relevant
1745,1729766,tba,Not Relevant
1746,10205463,tba,Not Relevant
1747,22674563,tba,Not Relevant
